num,datetime,is_corrected,temp,temp_err,thermal_cond,thermal_cond_err,thermal_diff,thermal_diff_err,tau_min,tau_max,tau_max_limit,mean_power
001,2023-10-24 20:57:05,True,325.5319880441165,1.912639368370174,0.0032617016303638,8.517471350599832e-05,3.443922899095308e-09,3.265932833908789e-10,1.9978755316714456,3.5206076909880224,24.748737341529164,0.0093404707180938
002,2023-11-05 16:37:23,True,174.71517100724907,1.0291673317602337,0.0018545099967674,4.945269077674064e-05,4.4413118597817135e-09,5.167579160210285e-10,2.043240844392753,3.997479214641973,24.748737341529164,0.0021618086377917
003,2023-11-05 21:30:05,True,175.2877106322164,1.02141843302299,0.0017738580677937,4.84968777501113e-05,4.176980974452663e-09,4.8999680616545e-10,2.010800234550956,3.877235423217829,24.748737341529164,0.0021694180956136
004,2023-11-08 10:40:12,True,203.3405655682852,0.9479583967736882,0.001998551370445,5.993658208161014e-05,3.6220530854714924e-09,4.913290151508621e-10,2.060350993440824,3.610006509900838,24.748737341529164,0.0025601492608902
005,2023-11-08 16:20:34,True,203.28594377168548,0.9113349837848423,0.0020396323496037,6.043588010344929e-05,3.7271422441915864e-09,5.083809503074036e-10,2.1015859628782803,3.66301953026321,24.748737341529164,0.0025592955697365
006,2023-11-10 22:15:25,True,218.90875617246664,0.918494805611928,0.0019940420042088,7.218347177321963e-05,2.992730016223753e-09,4.969746660761425e-10,1.9663690347849485,3.142611820371454,24.748737341529164,0.0027618662271102
007,2023-11-11 08:24:18,True,220.85952337715577,0.911806646967258,0.00213779003376,6.990341259625078e-05,3.2540792163324282e-09,5.046886079865128e-10,2.0889519451394243,3.4217213534073863,24.748737341529164,0.0027861261986489
008,2023-11-14 11:49:25,True,243.04306257545323,0.8515288954130156,0.0022507863121615,8.596329607115707e-05,2.6683960845845037e-09,5.00912799378394e-10,2.029779188630742,3.098099532979929,24.748737341529164,0.0030578048682158
009,2023-11-14 21:03:50,True,244.0122645398477,0.8135062906927651,0.0022516696627274,8.709616636836946e-05,2.604654718378529e-09,4.905012905715615e-10,1.999536194398852,3.060872918304118,24.748737341529164,0.0030710872394301
010,2023-11-15 10:30:00,True,244.00672771003207,0.5796750321488977,0.0022171814511152,0.0001262900994375,2.4662038514405603e-09,8.00459352325651e-10,2.031245687616359,2.643713621968641,24.748737341529164,0.0030682550033224
011,2023-11-16 21:32:13,True,257.63592059787527,0.8207820372171306,0.0023424378183257,9.580985405687076e-05,2.45539528417043e-09,4.963046659630481e-10,1.9746310316772204,2.972290738209371,24.748737341529164,0.0032315339602794
012,2023-11-17 01:47:01,True,258.17130086118857,0.8257180024479105,0.0024172255197303,9.89395014255354e-05,2.656149810229291e-09,5.357178468537443e-10,1.9645319224342368,3.0055890445285125,24.748737341529164,0.0032393225168413
013,2023-11-17 06:17:30,True,258.7985363221772,0.7701256498833432,0.0023652276627528,9.921337240699448e-05,2.439191388793832e-09,5.18776884721881e-10,2.0000684682334966,2.962466981567931,24.748737341529164,0.0032449078910779
014,2023-11-18 20:57:58,True,278.1565302127297,0.8238315812352434,0.0025458206021092,0.0001267695597947,2.574717545275527e-09,7.41071352110507e-10,2.056759812639213,3.042808619156124,24.748737341529164,0.0034674113983333
015,2023-11-19 11:49:14,True,279.22690515085026,0.8124637160771069,0.0025287801845142,0.0001267850105227,2.4660038711809158e-09,7.001495082744996e-10,1.996879630748819,2.978290772345399,24.748737341529164,0.0034792026041329
016,2023-11-19 16:43:50,True,279.701757491942,0.7810171039205038,0.0025298747389444,0.0001292752920127,2.443021417477002e-09,7.163021790207281e-10,2.013806235220217,2.9652038853171176,24.748737341529164,0.003484172546687
