time,shunt_voltage,voltage,temperature,current
2023-08-07 10:15:02.004,0.17226052,0.024422301,298.88790034036117,0.0036550776484167956
2023-08-07 10:15:03.140,0.17224857,0.02442241,298.9070485899709,0.00365482408957523
2023-08-07 10:15:04.274,0.1722138,0.024423607,298.9721236096158,0.003654086328828685
2023-08-07 10:15:05.413,0.17222358,0.024421213,298.93196685805725,0.0036542938439308196
2023-08-07 10:15:06.553,0.1722377,0.024421648,298.91532358424223,0.003654593446511815
2023-08-07 10:15:07.690,0.17223662,0.02442056,298.90539552790256,0.0036545705307336656
2023-08-07 10:15:08.821,0.17223444,0.024422845,298.9329445012385,0.0036545242748111037
2023-08-07 10:15:09.961,0.17225292,0.024425675,298.93516951100435,0.003654916389237223
2023-08-07 10:15:11.095,0.17224966,0.024423716,298.91927582274457,0.0036548472175365115
2023-08-07 10:15:12.238,2.1395646,0.30338677,298.9299457117831,0.04539795158405316
2023-08-07 10:15:13.368,2.1394995,0.30418332,299.618883843175,0.045396570271870246
2023-08-07 10:15:14.494,2.138967,0.30478426,300.19764310500665,0.04538527152014361
2023-08-07 10:15:15.621,2.1384237,0.30531782,300.7204300401943,0.04537374361063547
2023-08-07 10:15:16.752,2.1379674,0.30580683,301.1947574423754,0.04536406169436717
2023-08-07 10:15:17.900,2.1375328,0.30624802,301.62573116103755,0.04535484021549318
2023-08-07 10:15:19.023,2.1371742,0.3066414,302.0066341062302,0.04534723132841493
2023-08-07 10:15:20.149,2.1368047,0.30699458,302.35460150402054,0.045339391161723856
2023-08-07 10:15:21.274,2.1365331,0.30731841,302.6655007022856,0.045333628267885444
2023-08-07 10:15:22.396,2.1362289,0.30760855,302.9516512839133,0.045327173657039914
2023-08-07 10:15:23.520,2.1359572,0.30786827,303.2078106096061,0.045321408641370194
2023-08-07 10:15:24.648,2.1357073,0.30810952,303.44551864077147,0.04531610618492608
2023-08-07 10:15:25.777,2.1355009,0.30832468,303.65553814352376,0.0453117267251019
2023-08-07 10:15:26.913,2.1352509,0.30852137,303.85517139122203,0.04530642214682648
2023-08-07 10:15:28.068,2.1350771,0.30870937,304.03795649285473,0.045302734404009413
2023-08-07 10:15:29.187,2.1349032,0.30886694,304.1946881369619,0.04529904453936103
2023-08-07 10:15:30.321,2.1347077,0.30901472,304.3457345517379,0.04529489635914965
