time,shunt_voltage,voltage,temperature,current,seconds_combined,temperature_uncorr
2023-08-07 11:09:30.016,2.1237441,0.31509149,,0.0450622672616281,3268.012,310.959713917058
2023-08-07 11:09:31.145,2.123755,0.31508714,,0.0450624985412409,3269.141,310.95456021824646
2023-08-07 11:09:32.264,2.1237659,0.31508932,,0.0450627298208537,3270.26,310.9550463260214
2023-08-07 11:09:33.388,2.123755,0.31509258,,0.0450624985412409,3271.384,310.9592585976507
2023-08-07 11:09:34.514,2.1237224,0.31508932,,0.0450618068242338,3272.51,310.9606203925451
2023-08-07 11:09:35.647,2.1237333,0.31508823,,0.0450620381038466,3273.643,310.95828223814226
2023-08-07 11:09:36.781,2.1237333,0.31509258,,0.0450620381038466,3274.777,310.9620392527085
2023-08-07 11:09:37.914,2.1237333,0.31509475,,0.0450620381038466,3275.91,310.96391344158405
2023-08-07 11:09:39.036,2.1237333,0.31509475,,0.0450620381038466,3277.032,310.96391344158405
2023-08-07 11:09:40.168,2.1237333,0.31509584,,0.0450620381038466,3278.164,310.96485485442946
2023-08-07 11:09:41.300,2.1237333,0.31509584,,0.0450620381038466,3279.296,310.96485485442946
2023-08-07 11:09:42.425,2.1237333,0.31509584,,0.0450620381038466,3280.421,310.96485485442946
2023-08-07 11:09:43.553,2.1237659,0.31509692,,0.0450627298208537,3281.549,310.9616102047358
2023-08-07 11:09:44.675,2.1237333,0.31509475,,0.0450620381038466,3282.671,310.96391344158405
2023-08-07 11:09:45.794,2.1237333,0.31509475,,0.0450620381038466,3283.79,310.96391344158405
2023-08-07 11:09:46.919,2.1237224,0.31509692,,0.0450618068242338,3284.915,310.9671844057068
2023-08-07 11:09:48.055,2.1237441,0.31509584,,0.0450622672616281,3286.051,310.96347091251863
2023-08-07 11:09:49.190,2.1237333,0.31509366,,0.0450620381038466,3287.186,310.9629720287388
2023-08-07 11:09:50.319,2.1237224,0.31509692,,0.0450618068242338,3288.315,310.9671844057068
2023-08-07 11:09:51.441,2.1237333,0.31509475,,0.0450620381038466,3289.437,310.96391344158405
2023-08-07 11:09:52.570,2.1237441,0.31509692,,0.0450622672616281,3290.566,310.96440368380536
2023-08-07 11:09:53.707,2.1237224,0.31509475,,0.0450618068242338,3291.703,310.9653102072119
2023-08-07 11:09:54.844,2.1236898,0.31509584,,0.0450611151072267,3292.84,310.9704292074289
2023-08-07 11:09:55.967,2.1237224,0.31509475,,0.0450618068242338,3293.963,310.9653102072119
2023-08-07 11:09:57.095,2.1237115,0.31510018,,0.045061575544621,3295.091,310.9713968259151
2023-08-07 11:09:58.218,2.1237333,0.3150991,,0.0450620381038466,3296.214,310.9676704561504
2023-08-07 11:09:59.339,2.1237007,0.31509584,,0.0450613463868395,3297.335,310.9690323940863
2023-08-07 11:10:00.461,2.1237115,0.31509692,,0.045061575544621,3298.457,310.9685811952919
2023-08-07 11:10:01.586,2.1237115,0.31510018,,0.045061575544621,3299.582,310.9713968259151
2023-08-07 11:10:02.718,2.1237333,0.31509801,,0.0450620381038466,3300.714,310.966729043305
2023-08-07 11:10:03.853,2.1237115,0.3150991,,0.045061575544621,3301.849,310.97046404030993
2023-08-07 11:10:04.977,2.1237115,0.31510127,,0.045061575544621,3302.973,310.9723382484241
2023-08-07 11:10:06.099,2.1237007,0.31510018,,0.0450613463868395,3304.095,310.9727808293772
