time,voltage,current,shunt_voltage,temperature
2023-10-17 13:53:25,0.0259692973,0.003604102285000138,0.169858097,318.35937617067515
2023-10-17 13:53:27,0.0259756321,0.0036047167461292495,0.169887056,318.37993795289043
2023-10-17 13:53:29,0.0259795537,0.003606060905045927,0.169950405,318.31781804923656
2023-10-17 13:53:31,0.0259750288,0.00360639373550524,0.169966091,318.2432235988673
2023-10-17 13:53:33,0.0259729172,0.003606291314707898,0.169961264,318.22841907776524
2023-10-17 13:53:35,0.025968694,0.0036056384484320723,0.169930495,318.2335794663246
2023-10-17 13:53:37,0.0259738222,0.0036048511641427485,0.169893391,318.3499852331117
2023-10-17 13:53:39,0.0259768388,0.0036050623924496756,0.169903346,318.366096766371
2023-10-17 13:53:41,0.0259780454,0.0036053376151889173,0.169916317,318.35772649225123
2023-10-17 13:53:43,0.025982872,0.0036057152587255004,0.169934115,318.3804186978908
2023-10-17 13:53:45,0.0259822686,0.003606176120486069,0.169955835,318.3381291299117
2023-10-17 13:53:47,0.0259831736,0.003606668958244481,0.169979062,318.3096211314595
2023-10-17 13:53:49,0.0259738222,0.0036061248994782415,0.169953421,318.25108669498223
2023-10-17 13:53:51,0.0259798554,0.0036055040304185733,0.16992416,318.3643109209047
2023-10-17 13:53:52,0.0259913184,0.003607885107078217,0.170036378,318.30297997229866
2023-10-17 13:53:54,0.025980157,0.0036071106174316928,0.169999877,318.2428450612398
2023-10-17 13:53:56,0.0259873968,0.0036075010556110764,0.170018278,318.2905396285178
2023-10-17 13:53:58,0.025982872,0.003606137715339355,0.169954025,318.3476132792094
2023-10-17 13:54:00,0.0259852852,0.0036062849279956542,0.169960963,318.3621876176963
2023-10-17 13:54:02,0.0259861902,0.003607091414858336,0.169998972,318.3093317286121
2023-10-17 13:54:04,0.0259795537,0.003606304130569011,0.169961868,318.2989359384984
2023-10-17 13:54:06,0.0259756321,0.0036060288866114564,0.169948896,318.27804318020105
2023-10-17 13:54:08,0.0259795537,0.0036071298200050497,0.170000782,318.23485579391036
2023-10-17 13:54:10,0.0259873968,0.0036056192458587153,0.16992959,318.43664341509543
2023-10-17 13:54:12,0.0259795537,0.003607558663331148,0.170020993,318.20158596835716
2023-10-17 13:54:14,0.0259822686,0.003607027399207708,0.169995955,318.27205130391206
2023-10-17 13:54:16,0.0259816653,0.0036060352945420132,0.169949198,318.34256193267436
2023-10-17 13:54:18,0.0259759338,0.0036065857612388097,0.169975141,318.23807267312975
2023-10-17 13:54:20,0.0259834753,0.003606560150734896,0.169973934,318.3213180262897
2023-10-17 13:54:22,0.0259756321,0.003605926487032428,0.16994407,318.2859922919648
2023-10-17 13:54:24,0.0259786487,0.0036051392027431034,0.169906966,318.37964015007714
2023-10-17 13:54:26,0.0259858885,0.00360786590450486,0.170035473,318.24598533998284
2023-10-17 13:54:28,0.0259831736,0.0036069954019915507,0.169994447,318.2842843781885
2023-10-17 13:54:30,0.0259840786,0.003606214525632783,0.169957645,318.3546518106445
2023-10-17 13:54:32,0.0259741238,0.003605798476949485,0.169938037,318.2796751520693
2023-10-17 13:54:34,0.0259759338,0.00360565765100543,0.1699314,318.310115414171
2023-10-17 13:54:36,0.0259789504,0.0036062081177022265,0.169957343,318.2998881932573
2023-10-17 13:54:38,0.0259798554,0.0036067969895457372,0.169985096,318.26393301027497
2023-10-17 13:54:40,0.025967789,0.0036054592385596157,0.169922049,318.2377366541137
2023-10-17 13:54:41,0.0259780454,0.003605382428266188,0.169918429,318.3542461305582
2023-10-17 13:54:43,0.0259831736,0.0036072450354451917,0.170006212,318.2649123931761
2023-10-17 13:54:45,0.0259855869,0.0036056704456482297,0.169932003,318.41315947874875
2023-10-17 13:54:47,0.025979252,0.0036055616381386445,0.169926875,318.35333355863446
2023-10-17 13:54:49,0.025979252,0.003605888081885714,0.16994226,318.3279848471995
2023-10-17 13:54:51,0.0259813637,0.0036063809408624393,0.169965488,318.31247699813787
2023-10-17 13:54:53,0.0259735205,0.003606060905045927,0.169950405,318.25280262240005
2023-10-17 13:54:55,0.0259699006,0.003604787148492121,0.169890374,318.3126820385629
2023-10-17 13:54:57,0.0259674873,0.003605395222908988,0.169919032,318.23945428868245
2023-10-17 13:54:59,0.0259735205,0.0036043199000193086,0.169868353,318.3880035007258
2023-10-17 13:55:01,0.0259765371,0.003605286415399403,0.169913904,318.34544535720516
2023-10-17 13:55:03,0.0259798554,0.003606195323059426,0.16995674,318.31063368196845
2023-10-17 13:55:05,0.0259699006,0.0036056704456482297,0.169932003,318.2440996925459
2023-10-17 13:55:07,0.0259735205,0.0036054080175517886,0.169919635,318.30348796819345
2023-10-17 13:55:09,0.0259689956,0.0036049727875134474,0.169899123,318.28851000002686
2023-10-17 13:55:11,0.0259702023,0.003604627141193021,0.169882833,318.3283618248888
2023-10-17 13:55:13,0.0259774421,0.0036062209123450266,0.169957946,318.28264188562287
2023-10-17 13:55:15,0.0259705039,0.003605267212826046,0.169912999,318.28190659395847
2023-10-17 13:55:17,0.0259744255,0.0036049663795828905,0.169898821,318.34753981790453
2023-10-17 13:55:19,0.0259768388,0.0036052160130365316,0.169910586,318.354165073639
2023-10-17 13:55:21,0.0259774421,0.003605433628055702,0.169920842,318.3437673413444
2023-10-17 13:55:23,0.025979252,0.0036062401149183835,0.169958851,318.30065428443794
2023-10-17 13:55:25,0.0259750288,0.003605151997385904,0.169907569,318.3396267920929
2023-10-17 13:55:27,0.0259789504,0.003605772866445572,0.16993683,318.3336805018664
2023-10-17 13:55:28,0.0259756321,0.0036064001434357963,0.169966393,318.24922691451303
2023-10-17 13:55:30,0.0259768388,0.003606137715339355,0.169954025,318.2825988927494
2023-10-17 13:55:32,0.0259747272,0.003605824066235086,0.169939243,318.28419144097086
2023-10-17 13:55:34,0.0259780454,0.003605964892179142,0.16994588,318.309018010923
2023-10-17 13:55:36,0.0259735205,0.0036059136923896275,0.169943467,318.26422951011926
2023-10-17 13:55:38,0.0259783471,0.003606176120486069,0.169955835,318.29587100782715
2023-10-17 13:55:40,0.025982872,0.003605932894962985,0.169944372,318.36351741335517
2023-10-17 13:55:42,0.0259780454,0.003606278520065098,0.169960661,318.28467116990726
2023-10-17 13:55:44,0.0259789504,0.003606502543014825,0.169971219,318.27703430532114
2023-10-17 13:55:46,0.0259816653,0.0036057216666560577,0.169934417,318.36691582417154
2023-10-17 13:55:48,0.0259756321,0.003605612859146472,0.169929289,318.3103416402845
2023-10-17 13:55:50,0.0259723139,0.003605401630839545,0.169919334,318.2909788443959
2023-10-17 13:55:52,0.0259813637,0.003605964892179142,0.16994588,318.3447781789574
2023-10-17 13:55:54,0.0259807603,0.003605280007468846,0.169913602,318.39146409565717
2023-10-17 13:55:56,0.0259771404,0.003604895977220019,0.169895503,318.3822746049033
2023-10-17 13:55:58,0.025981062,0.0036053568177622742,0.169917222,318.38874984404447
2023-10-17 13:56:00,0.0259786487,0.0036064513432253107,0.169968806,318.2777574283379
2023-10-17 13:56:02,0.0259889051,0.0036062465228489404,0.169959153,318.40417750616456
2023-10-17 13:56:04,0.0259777437,0.0036054656252718594,0.16992235,318.34453320896995
2023-10-17 13:56:06,0.0259753305,0.003605824066235086,0.169939243,318.2906931745524
2023-10-17 13:56:08,0.0259732189,0.0036061056969048846,0.169952516,318.24607596126384
2023-10-17 13:56:10,0.0259777437,0.0036052288076793317,0.169911189,318.3629252583203
2023-10-17 13:56:12,0.025981062,0.003606188915128869,0.169956438,318.3241334484675
2023-10-17 13:56:14,0.0259822686,0.003606540948161539,0.169973029,318.30980657409356
2023-10-17 13:56:15,0.0259822686,0.0036056192458587153,0.16992959,318.38137222220587
2023-10-17 13:56:17,0.0259735205,0.0036055616381386445,0.169926875,318.29156032224046
2023-10-17 13:56:19,0.0259768388,0.0036050751870924757,0.169903949,318.36510296916526
2023-10-17 13:56:21,0.0259846819,0.0036062209123450266,0.169957946,318.36065708236845
2023-10-17 13:56:23,0.0259777437,0.003607277032661349,0.17000772,318.20393589320486
2023-10-17 13:56:25,0.0259825703,0.0036063425357157255,0.169963678,318.3284601320624
2023-10-17 13:56:27,0.0259774421,0.0036061505099821553,0.169954628,318.28810685612024
2023-10-17 13:56:29,0.0259825703,0.0036055872486425583,0.169928082,318.38710901623443
2023-10-17 13:56:31,0.0259843802,0.0036067585843990234,0.169983286,318.3156645879846
2023-10-17 13:56:33,0.0259750288,0.0036060480891848138,0.169949801,318.2700512364539
2023-10-17 13:56:35,0.0259768388,0.003605888081885714,0.16994226,318.30197807393256
2023-10-17 13:56:37,0.025979252,0.0036054080175517886,0.169919635,318.36526407212955
