time,sample_holder_temp,exhaust_temp,target_temp,cooling_active,heating_active,proportional,integral,derivative
2023-10-13 08:07:49,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:07:51,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:07:53,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:07:55,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:07:56,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:07:58,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:00,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:02,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:03,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:05,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:07,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:09,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:11,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:12,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:14,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:16,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:18,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:19,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:21,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:23,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:25,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:27,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:28,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:30,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:32,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:34,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:35,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:37,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:39,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:41,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:42,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:44,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:46,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:48,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:49,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:51,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:53,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:55,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:56,297.343,nan,-1.000,0,0,0,0,0
2023-10-13 08:08:58,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:00,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:02,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:03,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:05,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:07,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:09,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:10,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:12,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:14,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:16,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:17,297.342,nan,-1.000,0,0,0,0,0
2023-10-13 08:09:19,297.343,nan,-1.000,0,0,0,0,0
