time,sample_holder_temp,exhaust_temp,target_temp,cooling_active,heating_active,proportional,integral,derivative
2023-10-13 07:54:20,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:21,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:23,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:25,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:27,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:28,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:30,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:32,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:34,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:36,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:37,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:39,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:41,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:43,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:44,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:46,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:48,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:50,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:51,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:53,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:55,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:57,297.345,nan,-1.000,0,0,0,0,0
2023-10-13 07:54:58,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:00,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:02,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:04,297.345,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:06,297.345,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:08,297.345,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:09,297.345,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:11,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:13,297.345,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:15,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:16,297.346,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:18,297.345,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:20,297.345,nan,-1.000,0,0,0,0,0
2023-10-13 07:55:22,297.346,nan,-1.000,0,0,0,0,0
