time,sample_holder_temp,exhaust_temp,target_temp,cooling_active,heating_active,proportional,integral,derivative
2023-10-12 16:37:58,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:00,297.959,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:01,297.959,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:03,297.959,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:05,297.959,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:07,297.959,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:08,297.959,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:10,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:12,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:14,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:15,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:17,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:19,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:21,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:22,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:24,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:26,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:28,297.960,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:29,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:31,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:33,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:35,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:37,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:38,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:40,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:42,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:44,297.962,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:45,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:47,297.962,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:49,297.962,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:51,297.961,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:52,297.962,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:54,297.962,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:56,297.962,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:58,297.962,nan,-1.000,0,0,0,0,0
2023-10-12 16:38:59,297.962,nan,-1.000,0,0,0,0,0
