time,sample_holder_temp,exhaust_temp,target_temp,cooling_active,heating_active,proportional,integral,derivative
2023-10-13 09:00:40,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:00:42,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:00:44,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:00:45,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:00:48,297.336,nan,-1.000,0,0,0,0,0
2023-10-13 09:00:49,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:00:51,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:00:53,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:00:55,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:00:56,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:00:58,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:00,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:02,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:03,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:05,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:07,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:09,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:10,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:12,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:14,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:16,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:17,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:19,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:21,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:23,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:24,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:26,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:28,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:30,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:32,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:33,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:35,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:37,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:39,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:40,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:42,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:44,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:46,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:47,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:49,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:51,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:53,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:54,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:56,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:01:58,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:00,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:01,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:03,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:05,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:07,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:08,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:10,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:12,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:14,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:15,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:17,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:19,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:21,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:22,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:24,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:26,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:28,297.337,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:30,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:31,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:33,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:35,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:37,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:38,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:40,297.338,nan,-1.000,0,0,0,0,0
2023-10-13 09:02:42,297.338,nan,-1.000,0,0,0,0,0
