time,sample_holder_temp,exhaust_temp,target_temp,cooling_active,heating_active,proportional,integral,derivative
2023-10-13 18:21:21,297.543,298.357,-1.000,0,0,0,0,0
2023-10-13 18:21:22,297.544,298.359,-1.000,0,0,0,0,0
2023-10-13 18:21:24,297.544,298.360,-1.000,0,0,0,0,0
2023-10-13 18:21:26,297.544,298.361,-1.000,0,0,0,0,0
2023-10-13 18:21:28,297.544,298.361,-1.000,0,0,0,0,0
2023-10-13 18:21:29,297.544,298.362,-1.000,0,0,0,0,0
2023-10-13 18:21:31,297.544,298.363,-1.000,0,0,0,0,0
2023-10-13 18:21:33,297.544,298.363,-1.000,0,0,0,0,0
2023-10-13 18:21:35,297.544,298.363,-1.000,0,0,0,0,0
2023-10-13 18:21:37,297.544,298.362,-1.000,0,0,0,0,0
2023-10-13 18:21:38,297.543,298.363,-1.000,0,0,0,0,0
2023-10-13 18:21:40,297.544,298.364,-1.000,0,0,0,0,0
2023-10-13 18:21:42,297.545,298.365,-1.000,0,0,0,0,0
2023-10-13 18:21:44,297.545,298.365,-1.000,0,0,0,0,0
2023-10-13 18:21:46,297.545,298.365,-1.000,0,0,0,0,0
2023-10-13 18:21:47,297.545,298.365,-1.000,0,0,0,0,0
2023-10-13 18:21:49,297.545,298.365,-1.000,0,0,0,0,0
2023-10-13 18:21:51,297.545,298.365,-1.000,0,0,0,0,0
2023-10-13 18:21:53,297.545,298.366,-1.000,0,0,0,0,0
2023-10-13 18:21:54,297.545,298.366,-1.000,0,0,0,0,0
2023-10-13 18:21:56,297.545,298.366,-1.000,0,0,0,0,0
2023-10-13 18:21:58,297.545,298.366,-1.000,0,0,0,0,0
2023-10-13 18:22:00,297.545,298.366,-1.000,0,0,0,0,0
2023-10-13 18:22:01,297.545,298.367,-1.000,0,0,0,0,0
2023-10-13 18:22:03,297.545,298.367,-1.000,0,0,0,0,0
2023-10-13 18:22:05,297.545,298.368,-1.000,0,0,0,0,0
2023-10-13 18:22:07,297.545,298.368,-1.000,0,0,0,0,0
2023-10-13 18:22:08,297.545,298.369,-1.000,0,0,0,0,0
2023-10-13 18:22:10,297.545,298.369,-1.000,0,0,0,0,0
2023-10-13 18:22:12,297.545,298.370,-1.000,0,0,0,0,0
2023-10-13 18:22:14,297.545,298.371,-1.000,0,0,0,0,0
2023-10-13 18:22:15,297.545,298.371,-1.000,0,0,0,0,0
2023-10-13 18:22:17,297.545,298.372,-1.000,0,0,0,0,0
2023-10-13 18:22:19,297.545,298.372,-1.000,0,0,0,0,0
2023-10-13 18:22:21,297.545,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:22,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:24,297.545,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:26,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:28,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:29,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:31,297.546,298.374,-1.000,0,0,0,0,0
2023-10-13 18:22:33,297.545,298.374,-1.000,0,0,0,0,0
2023-10-13 18:22:35,297.546,298.374,-1.000,0,0,0,0,0
2023-10-13 18:22:37,297.546,298.374,-1.000,0,0,0,0,0
2023-10-13 18:22:38,297.546,298.374,-1.000,0,0,0,0,0
2023-10-13 18:22:40,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:42,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:44,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:45,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:47,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:49,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:51,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:52,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:54,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:22:56,297.546,298.372,-1.000,0,0,0,0,0
2023-10-13 18:22:58,297.546,298.372,-1.000,0,0,0,0,0
2023-10-13 18:22:59,297.546,298.372,-1.000,0,0,0,0,0
2023-10-13 18:23:01,297.546,298.372,-1.000,0,0,0,0,0
2023-10-13 18:23:03,297.546,298.372,-1.000,0,0,0,0,0
2023-10-13 18:23:05,297.546,298.372,-1.000,0,0,0,0,0
2023-10-13 18:23:06,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:23:08,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:23:10,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:23:12,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:23:13,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:23:15,297.546,298.373,-1.000,0,0,0,0,0
2023-10-13 18:23:17,297.547,298.374,-1.000,0,0,0,0,0
2023-10-13 18:23:19,297.546,298.374,-1.000,0,0,0,0,0
2023-10-13 18:23:20,297.546,298.375,-1.000,0,0,0,0,0
2023-10-13 18:23:22,297.546,298.376,-1.000,0,0,0,0,0
2023-10-13 18:23:24,297.546,298.376,-1.000,0,0,0,0,0
2023-10-13 18:23:26,297.546,298.376,-1.000,0,0,0,0,0
2023-10-13 18:23:27,297.546,298.377,-1.000,0,0,0,0,0
2023-10-13 18:23:29,297.546,298.377,-1.000,0,0,0,0,0
2023-10-13 18:23:31,297.546,298.378,-1.000,0,0,0,0,0
2023-10-13 18:23:33,297.547,298.378,-1.000,0,0,0,0,0
2023-10-13 18:23:35,297.546,298.378,-1.000,0,0,0,0,0
2023-10-13 18:23:36,297.547,298.379,-1.000,0,0,0,0,0
2023-10-13 18:23:38,297.546,298.379,-1.000,0,0,0,0,0
2023-10-13 18:23:40,297.547,298.379,-1.000,0,0,0,0,0
2023-10-13 18:23:42,297.547,298.380,-1.000,0,0,0,0,0
2023-10-13 18:23:43,297.547,298.380,-1.000,0,0,0,0,0
2023-10-13 18:23:45,297.547,298.380,-1.000,0,0,0,0,0
2023-10-13 18:23:47,297.546,298.380,-1.000,0,0,0,0,0
2023-10-13 18:23:49,297.547,298.380,-1.000,0,0,0,0,0
2023-10-13 18:23:50,297.547,298.380,-1.000,0,0,0,0,0
2023-10-13 18:23:52,297.547,298.381,-1.000,0,0,0,0,0
2023-10-13 18:23:54,297.547,298.380,-1.000,0,0,0,0,0
2023-10-13 18:23:56,297.547,298.381,-1.000,0,0,0,0,0
2023-10-13 18:23:57,297.547,298.381,-1.000,0,0,0,0,0
2023-10-13 18:23:59,297.547,298.381,-1.000,0,0,0,0,0
2023-10-13 18:24:01,297.547,298.381,-1.000,0,0,0,0,0
2023-10-13 18:24:03,297.547,298.381,-1.000,0,0,0,0,0
2023-10-13 18:24:04,297.547,298.381,-1.000,0,0,0,0,0
2023-10-13 18:24:06,297.547,298.382,-1.000,0,0,0,0,0
2023-10-13 18:24:08,297.547,298.382,-1.000,0,0,0,0,0
2023-10-13 18:24:10,297.547,298.382,-1.000,0,0,0,0,0
2023-10-13 18:24:11,297.547,298.382,-1.000,0,0,0,0,0
2023-10-13 18:24:13,297.547,298.383,-1.000,0,0,0,0,0
2023-10-13 18:24:15,297.547,298.383,-1.000,0,0,0,0,0
2023-10-13 18:24:17,297.547,298.383,-1.000,0,0,0,0,0
2023-10-13 18:24:18,297.547,298.383,-1.000,0,0,0,0,0
2023-10-13 18:24:20,297.547,298.384,-1.000,0,0,0,0,0
2023-10-13 18:24:22,297.547,298.384,-1.000,0,0,0,0,0
2023-10-13 18:24:24,297.547,298.384,-1.000,0,0,0,0,0
2023-10-13 18:24:25,297.547,298.384,-1.000,0,0,0,0,0
2023-10-13 18:24:27,297.547,298.385,-1.000,0,0,0,0,0
2023-10-13 18:24:29,297.547,298.385,-1.000,0,0,0,0,0
2023-10-13 18:24:31,297.547,298.385,-1.000,0,0,0,0,0
2023-10-13 18:24:33,297.547,298.385,-1.000,0,0,0,0,0
2023-10-13 18:24:34,297.547,298.385,-1.000,0,0,0,0,0
2023-10-13 18:24:36,297.548,298.386,-1.000,0,0,0,0,0
2023-10-13 18:24:38,297.548,298.386,-1.000,0,0,0,0,0
2023-10-13 18:24:40,297.548,298.386,-1.000,0,0,0,0,0
2023-10-13 18:24:41,297.548,298.386,-1.000,0,0,0,0,0
2023-10-13 18:24:43,297.548,298.387,-1.000,0,0,0,0,0
2023-10-13 18:24:45,297.548,298.387,-1.000,0,0,0,0,0
2023-10-13 18:24:47,297.548,298.387,-1.000,0,0,0,0,0
2023-10-13 18:24:48,297.547,298.388,-1.000,0,0,0,0,0
2023-10-13 18:24:50,297.547,298.388,-1.000,0,0,0,0,0
2023-10-13 18:24:52,297.548,298.388,-1.000,0,0,0,0,0
2023-10-13 18:24:54,297.548,298.389,-1.000,0,0,0,0,0
2023-10-13 18:24:55,297.547,298.389,-1.000,0,0,0,0,0
2023-10-13 18:24:57,297.548,298.389,-1.000,0,0,0,0,0
2023-10-13 18:24:59,297.548,298.389,-1.000,0,0,0,0,0
2023-10-13 18:25:01,297.548,298.390,-1.000,0,0,0,0,0
2023-10-13 18:25:02,297.548,298.391,-1.000,0,0,0,0,0
2023-10-13 18:25:04,297.548,298.392,-1.000,0,0,0,0,0
2023-10-13 18:25:06,297.548,298.392,-1.000,0,0,0,0,0
2023-10-13 18:25:08,297.548,298.393,-1.000,0,0,0,0,0
2023-10-13 18:25:09,297.548,298.393,-1.000,0,0,0,0,0
2023-10-13 18:25:11,297.548,298.394,-1.000,0,0,0,0,0
2023-10-13 18:25:13,297.548,298.395,-1.000,0,0,0,0,0
2023-10-13 18:25:15,297.548,298.396,-1.000,0,0,0,0,0
2023-10-13 18:25:16,297.548,298.396,-1.000,0,0,0,0,0
2023-10-13 18:25:18,297.548,298.398,-1.000,0,0,0,0,0
2023-10-13 18:25:20,297.548,298.398,-1.000,0,0,0,0,0
2023-10-13 18:25:22,297.549,298.399,-1.000,0,0,0,0,0
2023-10-13 18:25:23,297.548,298.400,-1.000,0,0,0,0,0
2023-10-13 18:25:25,297.548,298.400,-1.000,0,0,0,0,0
2023-10-13 18:25:27,297.548,298.401,-1.000,0,0,0,0,0
2023-10-13 18:25:29,297.548,298.402,-1.000,0,0,0,0,0
2023-10-13 18:25:30,297.548,298.402,-1.000,0,0,0,0,0
2023-10-13 18:25:32,297.548,298.403,-1.000,0,0,0,0,0
2023-10-13 18:25:34,297.548,298.403,-1.000,0,0,0,0,0
2023-10-13 18:25:36,297.548,298.404,-1.000,0,0,0,0,0
2023-10-13 18:25:38,297.549,298.405,-1.000,0,0,0,0,0
2023-10-13 18:25:39,297.548,298.405,-1.000,0,0,0,0,0
2023-10-13 18:25:41,297.548,298.406,-1.000,0,0,0,0,0
2023-10-13 18:25:43,297.549,298.407,-1.000,0,0,0,0,0
2023-10-13 18:25:45,297.548,298.407,-1.000,0,0,0,0,0
2023-10-13 18:25:46,297.549,298.409,-1.000,0,0,0,0,0
2023-10-13 18:25:48,297.549,298.409,-1.000,0,0,0,0,0
2023-10-13 18:25:50,297.549,298.409,-1.000,0,0,0,0,0
2023-10-13 18:25:52,297.549,298.410,-1.000,0,0,0,0,0
2023-10-13 18:25:53,297.549,298.410,-1.000,0,0,0,0,0
2023-10-13 18:25:55,297.549,298.410,-1.000,0,0,0,0,0
2023-10-13 18:25:57,297.549,298.410,-1.000,0,0,0,0,0
2023-10-13 18:25:59,297.549,298.411,-1.000,0,0,0,0,0
2023-10-13 18:26:00,297.549,298.411,-1.000,0,0,0,0,0
2023-10-13 18:26:02,297.549,298.411,-1.000,0,0,0,0,0
2023-10-13 18:26:04,297.549,298.411,-1.000,0,0,0,0,0
2023-10-13 18:26:06,297.549,298.412,-1.000,0,0,0,0,0
2023-10-13 18:26:07,297.549,298.412,-1.000,0,0,0,0,0
2023-10-13 18:26:09,297.549,298.413,-1.000,0,0,0,0,0
2023-10-13 18:26:11,297.549,298.414,-1.000,0,0,0,0,0
2023-10-13 18:26:13,297.549,298.414,-1.000,0,0,0,0,0
2023-10-13 18:26:14,297.549,298.415,-1.000,0,0,0,0,0
2023-10-13 18:26:16,297.549,298.415,-1.000,0,0,0,0,0
2023-10-13 18:26:18,297.549,298.415,-1.000,0,0,0,0,0
2023-10-13 18:26:20,297.549,298.416,-1.000,0,0,0,0,0
2023-10-13 18:26:21,297.549,298.417,-1.000,0,0,0,0,0
2023-10-13 18:26:23,297.549,298.417,-1.000,0,0,0,0,0
2023-10-13 18:26:25,297.549,298.417,-1.000,0,0,0,0,0
2023-10-13 18:26:27,297.549,298.418,-1.000,0,0,0,0,0
2023-10-13 18:26:28,297.549,298.418,-1.000,0,0,0,0,0
2023-10-13 18:26:30,297.549,298.418,-1.000,0,0,0,0,0
2023-10-13 18:26:32,297.549,298.419,-1.000,0,0,0,0,0
2023-10-13 18:26:34,297.549,298.419,-1.000,0,0,0,0,0
2023-10-13 18:26:36,297.549,298.420,-1.000,0,0,0,0,0
2023-10-13 18:26:37,297.550,298.420,-1.000,0,0,0,0,0
2023-10-13 18:26:39,297.549,298.421,-1.000,0,0,0,0,0
2023-10-13 18:26:41,297.549,298.421,-1.000,0,0,0,0,0
2023-10-13 18:26:43,297.550,298.421,-1.000,0,0,0,0,0
2023-10-13 18:26:44,297.550,298.422,-1.000,0,0,0,0,0
2023-10-13 18:26:46,297.550,298.422,-1.000,0,0,0,0,0
2023-10-13 18:26:48,297.549,298.422,-1.000,0,0,0,0,0
2023-10-13 18:26:50,297.550,298.423,-1.000,0,0,0,0,0
2023-10-13 18:26:51,297.550,298.424,-1.000,0,0,0,0,0
2023-10-13 18:26:53,297.549,298.424,-1.000,0,0,0,0,0
2023-10-13 18:26:55,297.550,298.424,-1.000,0,0,0,0,0
2023-10-13 18:26:57,297.550,298.424,-1.000,0,0,0,0,0
2023-10-13 18:26:58,297.550,298.424,-1.000,0,0,0,0,0
2023-10-13 18:27:00,297.550,298.424,-1.000,0,0,0,0,0
2023-10-13 18:27:02,297.550,298.424,-1.000,0,0,0,0,0
2023-10-13 18:27:04,297.550,298.424,-1.000,0,0,0,0,0
2023-10-13 18:27:05,297.549,298.424,-1.000,0,0,0,0,0
2023-10-13 18:27:07,297.550,298.424,-1.000,0,0,0,0,0
2023-10-13 18:27:09,297.550,298.425,-1.000,0,0,0,0,0
2023-10-13 18:27:11,297.550,298.425,-1.000,0,0,0,0,0
2023-10-13 18:27:12,297.550,298.425,-1.000,0,0,0,0,0
2023-10-13 18:27:14,297.550,298.425,-1.000,0,0,0,0,0
2023-10-13 18:27:16,297.550,298.426,-1.000,0,0,0,0,0
2023-10-13 18:27:18,297.550,298.426,-1.000,0,0,0,0,0
2023-10-13 18:27:19,297.550,298.426,-1.000,0,0,0,0,0
2023-10-13 18:27:21,297.550,298.427,-1.000,0,0,0,0,0
2023-10-13 18:27:23,297.550,298.427,-1.000,0,0,0,0,0
2023-10-13 18:27:25,297.550,298.427,-1.000,0,0,0,0,0
2023-10-13 18:27:26,297.550,298.427,-1.000,0,0,0,0,0
2023-10-13 18:27:28,297.550,298.428,-1.000,0,0,0,0,0
2023-10-13 18:27:30,297.551,298.428,-1.000,0,0,0,0,0
2023-10-13 18:27:32,297.551,298.428,-1.000,0,0,0,0,0
2023-10-13 18:27:34,297.550,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:35,297.550,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:37,297.550,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:39,297.550,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:41,297.550,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:42,297.550,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:44,297.550,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:46,297.550,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:48,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:49,297.551,298.430,-1.000,0,0,0,0,0
2023-10-13 18:27:51,297.551,298.430,-1.000,0,0,0,0,0
2023-10-13 18:27:53,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:55,297.550,298.430,-1.000,0,0,0,0,0
2023-10-13 18:27:56,297.550,298.429,-1.000,0,0,0,0,0
2023-10-13 18:27:58,297.550,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:00,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:02,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:03,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:05,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:07,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:09,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:10,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:12,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:14,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:16,297.551,298.430,-1.000,0,0,0,0,0
2023-10-13 18:28:17,297.551,298.429,-1.000,0,0,0,0,0
2023-10-13 18:28:19,297.551,298.430,-1.000,0,0,0,0,0
2023-10-13 18:28:21,297.551,298.430,-1.000,0,0,0,0,0
2023-10-13 18:28:23,297.551,298.430,-1.000,0,0,0,0,0
2023-10-13 18:28:24,297.551,298.430,-1.000,0,0,0,0,0
2023-10-13 18:28:26,297.551,298.430,-1.000,0,0,0,0,0
