time,voltage,current,temperature
2023-10-11 18:05:20,0.163769382,0.0152479277,306.97050169538784
2023-10-11 18:05:22,0.163760643,0.0152506323,306.90870353442926
2023-10-11 18:05:23,0.163806781,0.0152470261,307.0475191890828
2023-10-11 18:05:25,0.163742742,0.0152464251,306.9533228337012
2023-10-11 18:05:26,0.163717036,0.0152527359,306.80046194716385
2023-10-11 18:05:28,0.163714173,0.0152437205,306.95410445341867
2023-10-11 18:05:29,0.163732375,0.0152515338,306.8466462523658
2023-10-11 18:05:31,0.163744641,0.0152512333,306.87198102833736
2023-10-11 18:05:32,0.163786559,0.0152473267,307.0091580687239
2023-10-11 18:05:34,0.163782973,0.0152500313,306.9557782126573
2023-10-11 18:05:36,0.163749251,0.0152455236,306.9798104243163
2023-10-11 18:05:37,0.163757629,0.0152461246,306.98295587650057
2023-10-11 18:05:39,0.163724088,0.0152437205,306.970326888533
2023-10-11 18:05:40,0.163810337,0.0152464251,307.0638988277438
2023-10-11 18:05:42,0.163742139,0.01524342,307.00514240741524
2023-10-11 18:05:43,0.163772245,0.0152386118,307.13895049661596
2023-10-11 18:05:45,0.163766579,0.015244021,307.03456663093
2023-10-11 18:05:46,0.163772004,0.0152407154,307.1015590638925
2023-10-11 18:05:48,0.163756695,0.0152431195,307.0342407265078
2023-10-11 18:05:50,0.163734394,0.0152386118,307.07699979111135
2023-10-11 18:05:51,0.163753953,0.015242218,307.0456013243851
2023-10-11 18:05:53,0.163725022,0.0152443215,306.9612940603123
2023-10-11 18:05:54,0.163811693,0.0152473267,307.0502713566077
2023-10-11 18:05:56,0.163800482,0.0152530364,306.93163469656287
2023-10-11 18:05:57,0.163751391,0.0152497307,306.9094057267621
2023-10-11 18:05:59,0.163787885,0.0152437205,307.07470840068476
2023-10-11 18:06:00,0.163733279,0.0152464251,306.9378426852934
2023-10-11 18:06:02,0.163802712,0.0152503318,306.9827820936095
2023-10-11 18:06:03,0.163773902,0.0152455236,307.0201384073325
2023-10-11 18:06:05,0.163833541,0.0152497307,307.0437625410458
2023-10-11 18:06:06,0.163797258,0.0152584456,306.83141462932633
2023-10-11 18:06:08,0.163841407,0.0152458241,307.12529059932206
2023-10-11 18:06:09,0.163786198,0.0152473267,307.0085675579844
2023-10-11 18:06:11,0.163788639,0.0152461246,307.03368491207783
2023-10-11 18:06:12,0.163735057,0.0152455236,306.9565896466225
2023-10-11 18:06:14,0.16374006,0.0152533369,306.8275609357253
2023-10-11 18:06:15,0.163740542,0.0152452231,306.9708429325444
2023-10-11 18:06:17,0.163730989,0.01524342,306.98689896643776
2023-10-11 18:06:18,0.163750457,0.0152461246,306.97122325337386
2023-10-11 18:06:20,0.163827213,0.0152479277,307.0650958243429
2023-10-11 18:06:22,0.163833541,0.0152524353,306.99624884662455
2023-10-11 18:06:23,0.16380443,0.0152485287,307.01726940075605
2023-10-11 18:06:25,0.163744912,0.0152476272,306.9357546685778
2023-10-11 18:06:26,0.163752777,0.0152482282,306.93806232602816
2023-10-11 18:06:28,0.163720562,0.0152374098,307.07549904181735
2023-10-11 18:06:29,0.163695911,0.0152386118,307.0140146916442
2023-10-11 18:06:31,0.163737619,0.0152383113,307.08756290315785
