time,sample_holder_temp,exhaust_temp,target_temp,cooling_active,heating_active,proportional,integral,derivative
2023-10-11 15:09:44,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:09:45,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:09:47,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:09:49,297.24,nan,-1.00,0,0,0,0,0
2023-10-11 15:09:50,nan,nan,-1.00,0,0,0,0,0
2023-10-11 15:09:52,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:09:53,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:09:55,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:09:56,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:09:58,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:09:59,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:01,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:02,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:04,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:05,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:07,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:09,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:10,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:12,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:13,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:15,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:16,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:18,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:19,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:21,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:22,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:24,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:25,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:27,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:28,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:30,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:31,297.23,nan,-1.00,0,0,0,0,0
2023-10-11 15:10:33,297.23,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:34,297.23,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:36,297.25,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:37,297.27,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:39,297.30,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:40,297.33,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:42,297.37,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:43,297.40,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:45,297.43,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:46,nan,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:48,297.50,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:50,297.53,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:51,297.57,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:53,297.60,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:54,297.64,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:56,nan,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:57,297.71,nan,-1.00,0,1,0,0,0
2023-10-11 15:10:59,297.74,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:00,297.78,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:02,297.81,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:03,297.85,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:05,297.88,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:06,297.92,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:08,297.96,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:09,297.99,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:11,298.03,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:12,298.06,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:14,nan,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:15,298.13,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:17,298.17,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:18,nan,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:20,298.24,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:21,298.28,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:23,298.31,nan,-1.00,0,1,0,0,0
2023-10-11 15:11:24,298.35,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:26,298.38,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:27,298.40,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:29,298.41,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:31,298.42,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:32,298.42,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:34,298.42,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:35,298.43,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:37,nan,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:38,298.43,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:40,298.43,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:41,298.43,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:43,298.43,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:44,298.43,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:46,298.43,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:47,298.43,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:49,298.43,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:51,298.42,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:52,298.42,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:54,298.42,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:55,298.42,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:57,298.41,nan,-1.00,0,0,0,0,0
2023-10-11 15:11:58,298.41,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:00,298.41,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:01,298.41,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:03,298.40,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:04,298.40,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:06,298.40,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:07,298.40,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:09,298.39,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:10,298.39,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:12,298.39,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:13,298.39,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:15,298.38,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:16,298.38,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:18,298.38,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:19,298.38,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:21,298.37,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:22,298.37,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:24,298.37,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:25,298.37,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:27,nan,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:29,298.36,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:30,298.36,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:32,298.36,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:33,298.36,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:35,298.35,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:36,298.35,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:38,298.35,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:39,298.35,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:41,298.35,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:42,298.34,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:44,298.34,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:45,298.34,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:47,298.34,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:48,nan,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:50,298.34,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:51,298.33,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:53,298.33,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:54,298.33,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:56,298.33,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:57,298.33,nan,-1.00,0,0,0,0,0
2023-10-11 15:12:59,298.33,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:00,298.33,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:02,298.32,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:04,298.32,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:05,298.32,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:06,298.32,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:08,nan,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:10,298.32,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:11,298.32,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:13,298.32,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:14,298.32,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:16,298.31,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:17,298.31,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:19,298.31,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:20,298.31,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:22,298.31,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:23,298.31,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:25,298.31,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:26,298.31,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:28,298.31,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:29,298.31,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:31,298.30,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:32,298.30,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:34,298.30,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:35,298.30,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:37,298.30,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:38,298.30,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:40,298.30,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:42,298.30,nan,-1.00,0,0,0,0,0
2023-10-11 15:13:43,298.30,nan,-1.00,0,0,0,0,0
