time,voltage,current,temperature
2023-10-11 15:09:44,0.163934345,0.0152599481,432.3177172646859
2023-10-11 15:09:45,0.16400655,0.015270466,432.217777319583
2023-10-11 15:09:47,0.163991,0.015270466,432.1796748936713
2023-10-11 15:09:49,0.163998263,0.015269264,432.229105088138
2023-10-11 15:09:50,0.164003718,0.0152707665,432.2029301516235
2023-10-11 15:09:52,0.164020443,0.0152677614,432.3230143082188
2023-10-11 15:09:53,0.16397985,0.0152674609,432.23144081223415
2023-10-11 15:09:55,0.163946098,0.0152602486,432.33861969382843
2023-10-11 15:09:56,0.163916656,0.0152668599,432.0923890487853
2023-10-11 15:09:58,0.163945104,0.0152626527,432.272863473529
2023-10-11 15:09:59,0.163940915,0.0152635543,432.2388533298073
2023-10-11 15:10:01,0.163963276,0.0152641553,432.2778438210674
2023-10-11 15:10:02,0.163934827,0.0152602486,432.31098368228277
2023-10-11 15:10:04,0.163952517,0.0152590466,432.38602589207704
2023-10-11 15:10:05,0.163963547,0.0152656578,432.23894888494056
2023-10-11 15:10:07,0.163963667,0.0152629532,432.3104579526912
2023-10-11 15:10:09,0.163952879,0.015269264,432.11789646815475
2023-10-11 15:10:10,0.163927956,0.0152668599,432.1200795877754
2023-10-11 15:10:12,0.163921387,0.0152659583,432.1277057989637
2023-10-11 15:10:13,0.163936756,0.0152647563,432.1970125068158
2023-10-11 15:10:15,0.163934858,0.0152665594,432.14490015937366
2023-10-11 15:10:16,0.163997329,0.015269264,432.2268163121077
2023-10-11 15:10:18,0.163982261,0.0152620517,432.37978730507683
2023-10-11 15:10:19,0.163896645,0.0152611502,432.1936214660092
2023-10-11 15:10:21,0.163891161,0.0152623522,432.1485294621319
2023-10-11 15:10:22,0.163895018,0.0152614507,432.1817200866736
2023-10-11 15:10:24,0.163921296,0.0152566425,432.37280700952
2023-10-11 15:10:25,0.163932869,0.0152641553,432.20330623523625
2023-10-11 15:10:27,0.163899237,0.0152551399,432.3582996129521
2023-10-11 15:10:28,0.16399754,0.0152623522,432.40933004123394
2023-10-11 15:10:30,0.163963607,0.015269264,432.14418118766184
2023-10-11 15:10:31,0.163959026,0.0152752742,431.9748980444699
2023-10-11 15:10:33,0.163958092,0.015269264,432.13066886215086
2023-10-11 15:10:34,0.163990639,0.0152611502,432.4240771315907
2023-10-11 15:10:36,0.163929493,0.0152713675,432.0052752585537
2023-10-11 15:10:37,0.163989946,0.0152632537,432.366966529714
2023-10-11 15:10:39,0.163955953,0.0152716681,432.06219013303075
2023-10-11 15:10:40,0.163966711,0.0152686629,432.16760483492135
2023-10-11 15:10:42,0.163935942,0.0152743727,431.94205891600643
2023-10-11 15:10:43,0.163977138,0.0152746732,432.03505841800836
2023-10-11 15:10:45,0.16397325,0.015270466,432.13618405638306
2023-10-11 15:10:46,0.164031985,0.0152728701,432.21683333970634
2023-10-11 15:10:48,0.163941427,0.0152734711,431.97919629014797
2023-10-11 15:10:50,0.163991754,0.0152662589,432.2922598667204
2023-10-11 15:10:51,0.163957188,0.0152617512,432.32623129938685
2023-10-11 15:10:53,0.163976806,0.0152656578,432.27144786804195
2023-10-11 15:10:54,0.163991603,0.0152785798,431.9677871270368
2023-10-11 15:10:56,0.163977259,0.0152689635,432.18554273422876
2023-10-11 15:10:57,0.163944953,0.0152758752,431.92463409335744
2023-10-11 15:10:59,0.163925304,0.0152686629,432.06614645814017
2023-10-11 15:11:00,0.163970719,0.0152734711,432.05094497815134
2023-10-11 15:11:02,0.16396644,0.0152728701,432.0562681132325
2023-10-11 15:11:03,0.163940433,0.0152719686,432.0162682317866
2023-10-11 15:11:05,0.163998233,0.0152713675,432.1736761494333
2023-10-11 15:11:06,0.163997449,0.0152737716,432.108515078026
2023-10-11 15:11:08,0.163974305,0.0152764762,431.98071964805695
2023-10-11 15:11:09,0.1639797,0.0152779788,431.9544362704581
2023-10-11 15:11:11,0.163981116,0.0152614507,432.3928120841213
2023-10-11 15:11:12,0.164017008,0.015271067,432.2275860203917
2023-10-11 15:11:14,0.163963276,0.0152773778,431.9300133246136
2023-10-11 15:11:15,0.163987505,0.0152662589,432.2818456015378
2023-10-11 15:11:17,0.164029002,0.0152713675,432.24906549575314
2023-10-11 15:11:18,0.163974215,0.0152737716,432.0516061534078
2023-10-11 15:11:20,0.163959599,0.0152680619,432.1659922795022
2023-10-11 15:11:21,0.163980754,0.0152743727,432.0518162703405
2023-10-11 15:11:23,0.163962974,0.0152761757,431.96086931330854
2023-10-11 15:11:24,0.163984943,0.0152695645,432.18855608888623
2023-10-11 15:11:26,0.164026832,0.0152761757,432.1172572874209
2023-10-11 15:11:27,0.164045516,0.0152815849,432.0208086114758
2023-10-11 15:11:29,0.163994345,0.0152770773,432.013994457976
2023-10-11 15:11:31,0.163973492,0.0152719686,432.0972518872196
2023-10-11 15:11:32,0.16402632,0.015269865,432.2820389374708
2023-10-11 15:11:34,0.163977982,0.0152686629,432.1952256167318
2023-10-11 15:11:35,0.163945284,0.0152713675,432.04395952724326
2023-10-11 15:11:37,nan,0.0152650568,nan
2023-10-11 15:11:38,0.163991483,0.0152749737,432.0622910999997
2023-10-11 15:11:40,0.164018755,0.0152716681,432.2160482882641
2023-10-11 15:11:41,0.163944923,0.0152680619,432.13002907182187
2023-10-11 15:11:43,0.163883295,0.0152713675,431.8921009285608
2023-10-11 15:11:44,0.163924641,0.0152668599,432.1119562128416
2023-10-11 15:11:46,0.163970056,0.0152752742,432.0019120623891
2023-10-11 15:11:47,0.163931121,0.0152689635,432.07249171604747
2023-10-11 15:11:49,0.163998203,0.0152728701,432.1340724029959
2023-10-11 15:11:51,0.163955681,0.015270466,432.0931415613072
2023-10-11 15:11:52,0.163973823,0.0152770773,431.96373913213654
2023-10-11 15:11:54,0.163926932,0.0152719686,431.98319523103044
2023-10-11 15:11:55,0.163937148,0.0152620517,432.2691852205034
2023-10-11 15:11:57,0.163993984,0.0152749737,432.0684165204843
2023-10-11 15:11:58,0.164027525,0.0152767767,432.103151151341
2023-10-11 15:12:00,0.16400417,0.0152776783,432.02225524666665
2023-10-11 15:12:01,0.164003748,0.0152830875,431.87908032500474
2023-10-11 15:12:03,0.164007455,0.0152734711,432.1409272191214
2023-10-11 15:12:04,0.163964421,0.0152728701,432.05132252052925
2023-10-11 15:12:06,0.164031623,0.0152701655,432.28712363982396
2023-10-11 15:12:07,0.163994858,0.015271067,432.1733136397384
2023-10-11 15:12:09,0.16404636,0.0152740721,432.22042321791514
2023-10-11 15:12:10,0.163955531,0.015269264,432.1243941449009
2023-10-11 15:12:12,0.164009835,0.0152776783,432.03612744340035
2023-10-11 15:12:13,0.16403084,0.0152746732,432.16659007135274
2023-10-11 15:12:15,0.164056003,0.0152713675,432.3152225934807
2023-10-11 15:12:16,0.163981387,0.0152797818,431.91118561798856
2023-10-11 15:12:18,0.163976987,0.0152785798,431.931998236656
2023-10-11 15:12:19,0.164028037,0.0152797818,432.02540430978036
2023-10-11 15:12:21,0.163967615,0.0152785798,431.9090498594908
2023-10-11 15:12:22,0.164004863,0.0152791808,431.9844595670004
2023-10-11 15:12:24,0.1639709,0.0152746732,432.0197800794644
2023-10-11 15:12:25,0.16395098,0.0152803829,431.82094548946486
2023-10-11 15:12:27,0.163980031,0.0152752742,432.0263422372526
2023-10-11 15:12:29,0.163967253,0.0152746732,432.010847713214
2023-10-11 15:12:30,0.163988831,0.0152755747,432.0399938032539
2023-10-11 15:12:32,0.16394643,0.0152659583,432.1890835132043
2023-10-11 15:12:33,0.163909272,0.0152671604,432.06638888627185
2023-10-11 15:12:35,0.163975119,0.0152740721,432.04591863128064
2023-10-11 15:12:36,0.163985214,0.0152683624,432.22085755786117
2023-10-11 15:12:38,0.163941939,0.0152647563,432.2097172490445
2023-10-11 15:12:39,0.164001668,0.0152725696,432.1504643730872
2023-10-11 15:12:41,0.164007424,0.0152740721,432.12504433673485
2023-10-11 15:12:42,0.163962552,0.015283989,431.7545634683513
2023-10-11 15:12:44,0.163991694,0.0152656578,432.3079396743932
2023-10-11 15:12:45,0.163949835,0.0152743727,431.9760868309346
2023-10-11 15:12:47,0.163960051,0.0152713675,432.0801352346549
2023-10-11 15:12:48,0.16396861,0.0152722691,432.0773892811639
2023-10-11 15:12:50,0.163982141,0.0152713675,432.1342505848766
2023-10-11 15:12:51,0.164022764,0.0152734711,432.17843023722617
2023-10-11 15:12:53,0.164003025,0.0152695645,432.2328653327016
2023-10-11 15:12:54,0.163967977,0.015271067,432.1074563045278
2023-10-11 15:12:56,0.163963969,0.0152665594,432.2162487405909
2023-10-11 15:12:57,0.163922683,0.0152689635,432.0518173286374
2023-10-11 15:12:59,0.163907313,0.0152680619,432.0378733919574
2023-10-11 15:13:00,0.163950076,0.0152662589,432.19010742043156
2023-10-11 15:13:02,0.163953602,0.015270466,432.0880481953068
2023-10-11 15:13:04,0.163892125,0.0152677614,432.0085622597477
2023-10-11 15:13:05,0.16397096,0.0152653573,432.26503038836734
2023-10-11 15:13:06,0.164001337,0.0152689635,432.24454726723695
2023-10-11 15:13:08,0.164003055,0.0152725696,432.15386249434755
2023-10-11 15:13:10,0.16394209,0.0152728701,431.9966221586395
2023-10-11 15:13:11,0.163980001,0.0152782793,431.947275684548
2023-10-11 15:13:13,0.163966078,0.0152725696,432.06328395575645
2023-10-11 15:13:14,0.163973672,0.0152731706,432.06608045831666
2023-10-11 15:13:16,0.163986812,0.0152680619,432.23268324947344
2023-10-11 15:13:17,0.163974908,0.0152779788,431.9427020675894
2023-10-11 15:13:19,0.163971171,0.0152725696,432.0757596364051
2023-10-11 15:13:20,0.164033251,0.0152812844,431.9986791038515
2023-10-11 15:13:22,0.164010076,0.0152818854,431.92615155433094
2023-10-11 15:13:23,0.163999649,0.0152821859,431.89273086068226
2023-10-11 15:13:25,0.164002482,0.0152785798,431.9944255601547
2023-10-11 15:13:26,0.163996214,0.0152725696,432.1371043193983
2023-10-11 15:13:28,0.164010709,0.0152752742,432.10147696451713
2023-10-11 15:13:29,0.164018213,0.0152740721,432.1514704346468
2023-10-11 15:13:31,0.164006761,0.0152776783,432.0285999707156
2023-10-11 15:13:32,0.163971533,0.015270466,432.13197755834415
2023-10-11 15:13:34,0.163948027,0.0152734711,431.9953625246428
2023-10-11 15:13:35,0.163981538,0.0152668599,432.25139852372155
2023-10-11 15:13:37,0.163947816,0.0152695645,432.0975864775238
2023-10-11 15:13:38,0.163962582,0.0152719686,432.07052598260134
2023-10-11 15:13:40,0.163955591,0.0152668599,432.187805136767
2023-10-11 15:13:42,0.163955139,0.0152695645,432.11552823861143
2023-10-11 15:13:43,0.163952336,0.0152617512,432.3143355735277
2023-10-11 15:13:45,0.163913823,0.0152695645,432.01430171927564
2023-10-11 15:13:46,0.16390439,0.0152626527,432.1730502056495
2023-10-11 15:13:48,0.163907012,0.0152617512,432.20321399915883
2023-10-11 15:13:49,0.163928951,0.0152614507,432.26491580259494
2023-10-11 15:13:51,0.163945074,0.0152656578,432.1936699261329
2023-10-11 15:13:52,0.163929011,0.0152677614,432.09894570328913
2023-10-11 15:13:54,0.163921779,0.0152650568,432.1523905517591
2023-10-11 15:13:55,0.163933411,0.0152581451,432.36292592328255
2023-10-11 15:13:57,0.163969363,0.0152656578,432.25320441595477
2023-10-11 15:13:58,0.163924973,0.0152644558,432.17603992414365
2023-10-11 15:14:00,0.163963245,0.0152665594,432.214474257282
2023-10-11 15:14:01,0.163936425,0.0152653573,432.18038037893854
2023-10-11 15:14:03,0.163960382,0.015270466,432.1046585952506
2023-10-11 15:14:04,0.163963939,0.0152686629,432.1608117546997
2023-10-11 15:14:06,0.164000493,0.0152647563,432.35324676408493
2023-10-11 15:14:07,0.163988499,0.0152683624,432.22890795747156
2023-10-11 15:14:09,0.163993924,0.0152626527,432.3925491771662
2023-10-11 15:14:10,0.163973281,0.0152605491,432.39735425704237
2023-10-11 15:14:12,0.163948449,0.0152719686,432.03590479012024
2023-10-11 15:14:13,0.16394206,0.0152683624,432.1151077912444
2023-10-11 15:14:15,0.163988168,0.015271067,432.1569216656269
2023-10-11 15:14:16,0.163973341,0.015270466,432.1364069983292
2023-10-11 15:14:18,0.163930518,0.0152632537,432.2212802960081
2023-10-11 15:14:20,0.163975691,0.0152713675,432.11844958854664
2023-10-11 15:14:21,0.163947936,0.0152611502,432.3193773817415
