time,voltage,current,shunt_voltage,temperature,temperature old
2024-03-05 08:01:31,0.116001645,0.0246473628819561,1.16160803,222.88495743381324,222.88495743381324
2024-03-05 08:01:36,0.116367859,0.0246441818324559,1.16145811,223.4701212947994,223.4752287380999
2024-03-05 08:01:40,0.116501494,0.0246397909147426,1.16125117,223.70514057602222,223.71433375912332
2024-03-05 08:01:44,0.116611298,0.0246364048963379,1.16109159,223.89596630659804,223.9092450385508
2024-03-05 08:01:48,0.116703606,0.0246347471095352,1.16101346,224.0470573500813,224.06442143995497
2024-03-05 08:01:52,0.116783546,0.0246331406710503,1.16093775,224.1786324368397,224.2000816937217
2024-03-05 08:01:56,0.116856547,0.024630906807047,1.16083247,224.30408903550205,224.32962326849795
2024-03-05 08:02:01,0.116979021,0.0246291338048042,1.16074891,224.5018376734976,224.5324778582184
2024-03-05 08:02:05,0.117036035,0.0246277064488819,1.16068164,224.59663284764454,224.63135757903345
2024-03-05 08:02:09,0.11708973,0.0246259654862919,1.16059959,224.68860822836663,224.7274173155884
2024-03-05 08:02:13,0.117131661,0.0246249987799469,1.16055403,224.75665211487717,224.79954536711475
2024-03-05 08:02:17,0.11716967,0.0246237186791175,1.1604937,224.82093461745112,224.8679118439057
2024-03-05 08:02:22,0.117210696,0.0246226433350095,1.16044302,224.88737087284494,224.9394527987876
2024-03-05 08:02:26,0.117283999,0.0246225601592222,1.1604391,224.99755429110027,225.05371976202912
2024-03-05 08:02:30,0.117314768,0.0246214145824978,1.16038511,225.04964092470286,225.10988974987825
2024-03-05 08:02:34,0.117348252,0.0246208191966322,1.16035705,225.10187732035953,225.16620930906
2024-03-05 08:02:38,0.117376005,0.0246191998149763,1.16028073,225.1528008561434,225.22121581766575
2024-03-05 08:02:43,0.117407981,0.0246192509511108,1.16028314,225.19690595349172,225.27042436289287
2024-03-05 08:02:47,0.117437845,0.0246185532929761,1.16025026,225.2442963291392,225.32189728234655
2024-03-05 08:02:51,0.11748792,0.024617759728066,1.16021286,225.3237449949195,225.40542830128916
2024-03-05 08:02:55,0.117518086,0.0246180924312155,1.16022854,225.3639840283528,225.449749497259
2024-03-05 08:02:59,0.117540409,0.0246179644847875,1.16022251,225.3954700302639,225.4853174710991
2024-03-05 08:03:03,0.11756062,0.0246155579037155,1.16010909,225.44055911875594,225.53448834093075
2024-03-05 08:03:08,0.117586261,0.024616959585479,1.16017515,225.4648433230782,225.5638745039392
2024-03-05 08:03:12,0.117604663,0.0246155642692094,1.16010939,225.49964287014728,225.60275540358865
2024-03-05 08:03:16,0.117653531,0.0246163130634788,1.16014468,225.5658098946074,225.67300359009909
2024-03-05 08:03:20,0.117671329,0.0246149625178499,1.16008103,225.59934903429152,225.71062370132177
2024-03-05 08:03:24,0.117692446,0.0246145593699009,1.16006203,225.63101435564081,225.746369803716
2024-03-05 08:03:28,0.11771507,0.0246138871737419,1.16003035,225.66701508173716,225.7864511203819
2024-03-05 08:03:33,0.117732265,0.0246136249153919,1.16001799,225.69053451600948,225.8150710250381
2024-03-05 08:03:37,0.117750364,0.0246135735670742,1.16001557,225.71491214530806,225.84352881640348
2024-03-05 08:03:41,0.117785055,0.0246124982229662,1.15996489,225.7726317262735,225.90532836901968
2024-03-05 08:03:45,0.117800138,0.0246121014405112,1.15994619,225.79489779954622,225.93167422354543
2024-03-05 08:03:49,0.117813713,0.0246111606205083,1.15990185,225.81886587124887,225.9597218861215
2024-03-05 08:03:53,0.117826986,0.0246115894426161,1.15992206,225.8321942309238,225.97712964630855
2024-03-05 08:03:58,0.117843879,0.0246103604779212,1.15986414,225.86243420909386,226.0124686074511
2024-03-05 08:04:02,0.117861375,0.0246103348037624,1.15986293,225.88569203353606,226.03980540415927
2024-03-05 08:04:06,0.117890032,0.0246088051755709,1.15979084,225.93744618494858,226.09563833753583
2024-03-05 08:04:10,0.117902099,0.0246089331219989,1.15979687,225.95114057047027,226.11341131473785
2024-03-05 08:04:14,0.117917785,0.0246100789109064,1.15985087,225.96288310813148,226.12923225381397
2024-03-05 08:04:19,0.117939806,0.0246107445293884,1.15988224,225.987004091856,226.15845097177413
2024-03-05 08:04:23,0.117950063,0.0246100084661069,1.15984755,226.0043143102963,226.17983916359887
2024-03-05 08:04:27,0.117962129,0.0246087283652775,1.15978722,226.02847958627495,226.20808222275585
2024-03-05 08:04:31,0.117997423,0.024608638611813,1.15978299,226.07983646542635,226.2635166948977
2024-03-05 08:04:35,0.118007981,0.0246081906932235,1.15976188,226.09547551011482,226.28323314240708
2024-03-05 08:04:40,0.118021858,0.0246082161551992,1.15976308,226.11172353430825,226.30457765272857
2024-03-05 08:04:44,0.118031812,0.0246077489279447,1.15974106,226.12657072158294,226.32350181500948
2024-03-05 08:04:48,0.118037242,0.02460584161378,1.15965117,226.14511884524745,226.34612672357
2024-03-05 08:04:52,0.118048404,0.0246051439556452,1.15961829,226.1635597617231,226.36864423484977
2024-03-05 08:04:56,0.11806952,0.0246054127916722,1.15963096,226.19025324395213,226.39941412180923
2024-03-05 08:05:00,0.118085809,0.0246051887262858,1.1596204,226.21312642748507,226.42636352001728
2024-03-05 08:05:05,0.118094859,0.0246043885836988,1.15958269,226.22803759945907,226.4463696930976
2024-03-05 08:05:09,0.118105417,0.024603818871992,1.15955584,226.24459320371673,226.46700108447263
2024-03-05 08:05:13,0.118115372,0.0246043438130581,1.15958058,226.2520575304095,226.47854100828675
2024-03-05 08:05:17,0.118122612,0.0246042158666301,1.15957455,226.26017256678855,226.49073145180947
