time,voltage,current,shunt_voltage,temperature
2024-03-11 16:24:08,0.0230501397,0.003719951749556007,0.175317978,280.0906032729911
2024-03-11 16:24:13,0.0230281185,0.003721135879955272,0.175373785,279.7857396037578
2024-03-11 16:24:17,0.0229852829,0.0037218079488044544,0.175405459,279.2978711705388
2024-03-11 16:24:21,0.02296839,0.0037221791844104807,0.175422955,279.09873429375637
2024-03-11 16:24:25,0.022955117,0.0037233441122363885,0.175477857,278.88643166034115
2024-03-11 16:24:29,0.0229385257,0.003722159981837124,0.17542205,278.79000406371165
2024-03-11 16:24:34,0.022926761,0.003721884759097882,0.175409079,278.68549992946345
2024-03-11 16:24:38,0.0229104714,0.003721999974538024,0.175414509,278.50907120050533
2024-03-11 16:24:43,0.0229059465,0.0037226784513177636,0.175446485,278.41878432296613
2024-03-11 16:24:47,0.02289931,0.0037234785302498884,0.175484192,278.2988678635932
2024-03-11 16:24:51,0.0228923718,0.0037241890042457844,0.175517676,278.1815897757797
2024-03-11 16:24:55,0.0228854336,0.003724438637699426,0.175529441,278.0937222357758
2024-03-11 16:24:59,0.0228736689,0.003724157007029627,0.175516168,277.9896554339945
2024-03-11 16:25:03,0.0228579826,0.0037240929913789993,0.175513151,277.83104891144546
2024-03-11 16:25:08,0.0228519495,0.0037239521866532566,0.175506515,277.7774414014454
2024-03-11 16:25:12,0.0228513461,0.0037247394709425813,0.175543619,277.7210909424848
2024-03-11 16:25:16,0.0228407881,0.003725085117263007,0.175559909,277.5896430667574
2024-03-11 16:25:20,0.0228377715,0.0037248674810255234,0.175549652,277.5722023984602
2024-03-11 16:25:24,0.0228374698,0.0037244834507766966,0.175531553,277.59348887965405
2024-03-11 16:25:28,0.0228211802,0.0037238433791436714,0.175501387,277.46525419270216
2024-03-11 16:25:33,0.0228208785,0.0037253347294983357,0.175571673,277.3673813629185
2024-03-11 16:25:37,0.0228202752,0.003724893091529437,0.175550859,277.38917523761364
2024-03-11 16:25:41,0.0228121304,0.0037250211016123793,0.175556892,277.2966062473024
2024-03-11 16:25:45,0.0228139404,0.003726134829648773,0.175609381,277.2446779047398
2024-03-11 16:25:49,0.0228054939,0.003725181108911479,0.175564433,277.2176508003045
2024-03-11 16:25:54,0.022802779,0.0037266404832682993,0.175633212,277.0969394362192
2024-03-11 16:25:58,0.0228012707,0.0037265956701910286,0.1756311,277.08415154557616
2024-03-11 16:26:02,0.0227994607,0.003726294836947873,0.175616922,277.0844692322673
2024-03-11 16:26:06,0.0227879977,0.0037256483786026044,0.175586455,277.0066547671547
2024-03-11 16:26:10,0.0227873944,0.003726301244878429,0.175617224,276.9590216418763
2024-03-11 16:26:14,0.0227861877,0.003726429254961372,0.175623257,276.93840562240104
2024-03-11 16:26:19,0.0227717081,0.003726051611424788,0.175605459,276.81228131506333
2024-03-11 16:26:23,0.0227711048,0.003726038816781988,0.175604856,276.80683958412465
2024-03-11 16:26:27,0.0227680882,0.003725923601341846,0.175599426,276.7828745558344
2024-03-11 16:26:31,0.0227686915,0.003726550878332071,0.175628989,276.74940858976936
2024-03-11 16:26:35,0.0227623566,0.003725168314268679,0.17556383,276.77130416160884
2024-03-11 16:26:40,0.0227590384,0.0037251555196258783,0.175563227,276.73772003301184
2024-03-11 16:26:44,0.0227572284,0.0037260260221391875,0.175604253,276.663849642725
2024-03-11 16:26:48,0.0227475753,0.0037252323299193065,0.175566847,276.61404089929084
2024-03-11 16:26:52,0.022746972,0.003725558752448063,0.175582231,276.58713046037155
2024-03-11 16:26:56,0.0227475753,0.003726211639942201,0.175613001,276.55207562247176
2024-03-11 16:27:00,0.0227370172,0.0037258979908379323,0.175598219,276.4625067425629
2024-03-11 16:27:05,0.0227436537,0.0037265444704015142,0.175628687,276.49039207653203
2024-03-11 16:27:09,0.0227358106,0.0037257507781816327,0.175591281,276.4593123664518
2024-03-11 16:27:13,0.0227333973,0.003726371647241301,0.175620542,276.39505131813644
2024-03-11 16:27:18,0.0227370172,0.0037262180266544446,0.175613302,276.4422703143745
2024-03-11 16:27:22,0.0227364139,0.0037280358419744916,0.175698974,276.3211464630754
2024-03-11 16:27:26,0.0227349056,0.0037272357418240538,0.175661266,276.35606872190186
2024-03-11 16:27:30,0.0227258558,0.003725981209061917,0.175602141,276.34158695901857
2024-03-11 16:27:34,0.0227219343,0.003726435662891929,0.175623559,276.27223866653736
