time,voltage,current,shunt_voltage,temperature,seconds_combined,temperature_corr_err,temperature_uncorr
2023-11-17 06:36:18,0.135126848,0.0239905262353832,1.13065191,257.68515139278566,13750.0,0.0029142378304896905,257.6601531673453
2023-11-17 06:36:20,0.135131675,0.0239917679310659,1.13071043,257.68170425617524,13752.0,0.002914175480098471,257.6566919647124
2023-11-17 06:36:22,0.135124133,0.0239918127017065,1.13071254,257.6692685104929,13754.0,0.0029141132214545837,257.6442421618039
2023-11-17 06:36:24,0.135126245,0.0239912557209876,1.13068629,257.67766702960216,13756.0,0.002914051054438069,257.65262663247785
2023-11-17 06:36:26,0.135131675,0.0239911407177306,1.13068087,257.6873894965646,13758.0,0.002913988978929112,257.6623350597903
2023-11-17 06:36:28,0.135129563,0.0239903533061314,1.13064376,257.691114589512,13760.0,0.0029139269948080413,257.6660461218674
2023-11-17 06:36:30,0.135131976,0.0239908846126915,1.1306688,257.69020264989,13762.0,0.0029138651019553295,257.66512016014946
2023-11-17 06:36:32,0.135134993,0.0239909934626377,1.13067393,257.69405659936615,13764.0,0.0029138033002515927,257.6689600962985
2023-11-17 06:36:34,0.135131373,0.0239906989524518,1.13066005,257.6909379302127,13766.0,0.002913741589577592,257.66582742258123
2023-11-17 06:36:36,0.135137406,0.0239909677884788,1.13067272,257.698170103516,13768.0,0.0029136799698142317,257.67304560007864
2023-11-17 06:36:38,0.13513258,0.0239914222847455,1.13069414,257.68638583828147,13770.0,0.0029136184408425593,257.6612473477905
2023-11-17 06:36:40,0.135143138,0.0239909998281316,1.13067423,257.7070659951369,13772.0,0.0029135570025437653,257.68191352633926
2023-11-17 06:36:42,0.135139216,0.023990807802398,1.13066518,257.70254286752527,13774.0,0.002913495654799183,257.6773764291625
2023-11-17 06:36:44,0.135144344,0.0239919983619462,1.13072129,257.7000356646593,13776.0,0.00291343439749029,257.6748552654673
2023-11-17 06:36:46,0.135144043,0.0239917933930416,1.13071163,257.7014130484091,13778.0,0.0029133732304987064,257.6762186971183
2023-11-17 06:36:48,0.135146456,0.0239913134347993,1.13068901,257.709600019758,13780.0,0.0029133121537061944,257.6843917250936
2023-11-17 06:36:50,0.135147059,0.0239903469406375,1.13064346,257.71927424305227,13782.0,0.0029132511669946585,257.6940520137337
