time,sample_holder_res,exhaust_res,ths_voltage,ths_current,shunt_voltage,none
2023-10-13 13:00:04-13:00,1001.41949,9.900000000000001e+37,0.0222689673,-0.00448122171,0.17391089,
2023-10-13 13:00:05-13:00,1001.4034,9.900000000000001e+37,0.0222645072,-0.00449053755,0.173934722,
2023-10-13 13:00:07-13:00,1001.40191,9.900000000000001e+37,0.0222699618,-0.0044863304,0.1739308,
2023-10-13 13:00:09-13:00,1001.41442,9.900000000000001e+37,0.0222678825,-0.00448873449,0.173982082,
2023-10-13 13:00:11-13:00,1001.35958,9.900000000000001e+37,0.0222699317,-0.0044836258,0.174006516,
2023-10-13 13:00:12-13:00,1001.36197,9.900000000000001e+37,0.0222725234,-0.00448062069,0.17397816,
2023-10-13 13:00:14-13:00,1001.3572,9.900000000000001e+37,0.0222715891,-0.00448512836,0.173938945,
2023-10-13 13:00:16-13:00,1001.35809,9.900000000000001e+37,0.0222681235,-0.00448723193,0.173953123,
2023-10-13 13:00:18-13:00,1001.356,9.900000000000001e+37,0.0222735781,-0.00448422682,0.173928387,
2023-10-13 13:00:20-13:00,1001.35273,9.900000000000001e+37,0.0222642662,-0.00447731507,0.173934118,
2023-10-13 13:00:21-13:00,1001.35928,9.900000000000001e+37,0.0222705645,-0.00448542887,0.173907572,
2023-10-13 13:00:23-13:00,1001.35899,9.900000000000001e+37,0.0222735178,-0.00447851711,0.173936833,
2023-10-13 13:00:25-13:00,1001.35392,9.900000000000001e+37,0.022275326,-0.0044809212,0.173957346,
2023-10-13 13:00:27-13:00,1001.356,9.900000000000001e+37,0.022263121,-0.00448272427,0.173928387,
2023-10-13 13:00:28-13:00,1001.35243,9.900000000000001e+37,0.022271107,-0.0044809212,0.173871071,
2023-10-13 13:00:30-13:00,1001.35839,9.900000000000001e+37,0.0222629101,-0.00447611303,0.17392718,
2023-10-13 13:00:32-13:00,1001.34945,9.900000000000001e+37,0.0222662551,-0.00448242376,0.173957648,
2023-10-13 13:00:34-13:00,1001.36286,9.900000000000001e+37,0.0222696605,-0.00447791609,0.173951313,
2023-10-13 13:00:35-13:00,1001.3569,9.900000000000001e+37,0.022275115,-0.00448873449,0.173961268,
2023-10-13 13:00:37-13:00,1001.34408,9.900000000000001e+37,0.0222703837,-0.00447971916,0.173951614,
2023-10-13 13:00:39-13:00,1001.34498,9.900000000000001e+37,0.0222686358,-0.00447641354,0.173981479,
2023-10-13 13:00:41-13:00,1001.33693,9.900000000000001e+37,0.0222739699,-0.00447340843,0.173945581,
2023-10-13 13:00:42-13:00,1001.31666,9.900000000000001e+37,0.0222658332,-0.0044782166,0.173907572,
2023-10-13 13:00:44-13:00,1001.31219,9.900000000000001e+37,0.0222718302,-0.00447641354,0.173930197,
2023-10-13 13:00:46-13:00,1001.29461,9.900000000000001e+37,0.0222768328,-0.00447340843,0.173974239,
2023-10-13 13:00:48-13:00,1001.2949,9.900000000000001e+37,0.0222713481,-0.00447611303,0.17399807,
2023-10-13 13:00:49-13:00,1001.25258,9.900000000000001e+37,0.0222672195,-0.004475512,0.17393261,
2023-10-13 13:00:51-13:00,1001.24692,9.900000000000001e+37,0.0222689975,-0.00448001967,0.173945581,
2023-10-13 13:00:53-13:00,1001.24245,9.900000000000001e+37,0.0222703837,-0.00448182274,0.173963982,
2023-10-13 13:00:55-13:00,1001.21562,9.900000000000001e+37,0.0222751452,-0.00448182274,0.173965792,
2023-10-13 13:00:56-13:00,1001.20608,9.900000000000001e+37,0.0222687263,-0.00447641354,0.173960061,
2023-10-13 13:00:58-13:00,1001.20757,9.900000000000001e+37,0.0222629703,-0.00448062069,0.17393804,
2023-10-13 13:01:00-13:00,1001.21681,9.900000000000001e+37,0.0222697207,-0.00448392631,0.173948598,
2023-10-13 13:01:02-13:00,1001.21443,9.900000000000001e+37,0.0222727042,-0.00447611303,0.173945883,
2023-10-13 13:01:03-13:00,1001.20728,9.900000000000001e+37,0.0222704741,-0.00447521149,0.173972429,
2023-10-13 13:01:05-13:00,1001.18939,9.900000000000001e+37,0.022270233,-0.00448723193,0.173932912,
2023-10-13 13:01:07-13:00,1001.19118,9.900000000000001e+37,0.0222656524,-0.00448152222,0.173955234,
2023-10-13 13:01:09-13:00,1001.17359,9.900000000000001e+37,0.0222705947,-0.00447611303,0.173918734,
2023-10-13 13:01:11-13:00,1001.16883,9.900000000000001e+37,0.0222701728,-0.00448122171,0.173966396,
2023-10-13 13:01:12-13:00,1001.15392,9.900000000000001e+37,0.0222719809,-0.00447761558,0.174004405,
2023-10-13 13:01:14-13:00,1001.14051,9.900000000000001e+37,0.0222743014,-0.00447911814,0.173956743,
2023-10-13 13:01:16-13:00,1001.16078,9.900000000000001e+37,0.022274211,-0.00448212325,0.173973937,
2023-10-13 13:01:18-13:00,1001.15392,9.900000000000001e+37,0.0222758684,-0.00447941865,0.173971222,
2023-10-13 13:01:19-13:00,1001.16555,9.900000000000001e+37,0.0222781889,-0.004475512,0.173974541,
2023-10-13 13:01:21-13:00,1001.1265,9.900000000000001e+37,0.0222718604,-0.00447671405,0.173977557,
2023-10-13 13:01:23-13:00,1001.12293,9.900000000000001e+37,0.0222827695,-0.00447671405,0.17400893,
2023-10-13 13:01:25-13:00,1001.12233,9.900000000000001e+37,0.0222751753,-0.00447971916,0.173992942,
