time,voltage,current,shunt_voltage,temperature,temperature old
2023-12-03 18:06:49,0.208138368,0.022371410869293,1.05434446,400.652582142722,400.652582142722
2023-12-03 18:06:53,0.208298851,0.022368587984918,1.05421142,400.985953773963,400.98288529561216
2023-12-03 18:06:57,0.208384522,0.022368056890541,1.05418639,401.1493096437284,401.1431725762416
2023-12-03 18:07:01,0.208513934,0.0223658484885134,1.05408231,401.4177181473189,401.4085123799826
2023-12-03 18:07:06,0.208560389,0.0223644915773906,1.05401836,401.5261274286762,401.5130856309456
2023-12-03 18:07:10,0.208607147,0.022362699478666,1.0539339,401.6415037365219,401.625392990097
2023-12-03 18:07:14,0.208640329,0.0223620081860251,1.05390132,401.71470051882216,401.6955207132215
2023-12-03 18:07:18,0.208669892,0.0223617457154921,1.05388895,401.7744171799661,401.7521682047797
2023-12-03 18:07:22,0.208708504,0.0223617713896509,1.05389016,401.8453902128115,401.82007195770086
2023-12-03 18:07:26,0.208733542,0.0223596270669289,1.0537891,401.92819139809745,401.8998037527958
2023-12-03 18:07:31,0.208770948,0.0223592366499678,1.0537707,402.00468179418226,401.972457256188
2023-12-03 18:07:35,0.208787841,0.0223586989779138,1.05374536,402.04653600740653,402.01124183138273
2023-12-03 18:07:39,0.20881137,0.0223576620389525,1.05369649,402.1083913889361,402.070027464849
2023-12-03 18:07:43,0.208821626,0.022358129266207,1.05371851,402.12189050431624,402.0804567222035
2023-12-03 18:07:47,0.208848172,0.0223579949542851,1.05371218,402.1741674083773,402.1296636583487
2023-12-03 18:07:52,0.208877735,0.0223566380431622,1.05364823,402.2527719443026,402.2044305799554
2023-12-03 18:07:56,0.208903979,0.022356260357189,1.05363043,402.3085453857888,402.2571338065352
2023-12-03 18:08:00,0.208919967,0.0223561899123895,1.05362711,402.3410830145013,402.2866011106847
2023-12-03 18:08:04,0.208931129,0.0223553643078268,1.0535882,402.37757162783737,402.32001928987313
2023-12-03 18:08:08,0.208939575,0.0223550186615063,1.05357191,402.40131304669507,402.34069016507055
2023-12-03 18:08:13,0.208957373,0.0223549993528414,1.053571,402.43697918766225,402.3725179725699
2023-12-03 18:08:17,0.208988746,0.0223549929873475,1.0535707,402.49569629877493,402.4281642938823
2023-12-03 18:08:21,0.209011672,0.0223546664375088,1.05355531,402.5447597153807,402.47415681140944
2023-12-03 18:08:25,0.20902585,0.0223552745543623,1.05358397,402.56286491304724,402.4891910007913
2023-12-03 18:08:29,0.209033995,0.0223550761631348,1.05357462,402.583639710445,402.5068946807705
2023-12-03 18:08:34,0.209052094,0.022355856997057,1.05361142,402.6065941424785,402.5260100626713
2023-12-03 18:08:38,0.209050888,0.0223526055027573,1.05345818,402.66136494581,402.5777095032972
2023-12-03 18:08:42,0.209081657,0.0223539753570511,1.05352274,402.69623006312275,402.6095031490055
2023-12-03 18:08:46,0.209086785,0.0223536551727064,1.05350765,402.71368319406406,402.623884699516
2023-12-03 18:08:50,0.209102773,0.0223537065210241,1.05351007,402.74421163944714,402.65134145571415
2023-12-03 18:08:54,0.209103075,0.0223529638800656,1.05347507,402.76011827198346,402.664176290384
2023-12-03 18:08:59,0.209118459,0.0223528038939848,1.05346753,402.7938471549257,402.6940652732704
2023-12-03 18:09:03,0.209124191,0.0223516006034488,1.05341082,402.8270023319682,402.72414840817817
2023-12-03 18:09:07,0.209150435,0.0223528679732903,1.05347055,402.855547262797,402.7496211884268
2023-12-03 18:09:11,0.209152848,0.0223520230600626,1.05343073,402.87689082308907,402.7678924897655
2023-12-03 18:09:15,0.209162502,0.0223513381329157,1.05339845,402.9084069525135,402.7963362519363
2023-12-03 18:09:19,0.209169138,0.0223520487342215,1.05343194,402.91145505416296,402.79631187810446
2023-12-03 18:09:24,0.209177585,0.0223506020696342,1.05336376,402.95422725140685,402.8352433289127
2023-12-03 18:09:28,0.20917668,0.0223508325005145,1.05337462,402.951878459615,402.8298218183938
2023-12-03 18:09:32,0.209203226,0.0223498212357121,1.05332696,403.01872212962763,402.89359266168833
2023-12-03 18:09:36,0.209201416,0.0223502948284605,1.05334928,403.0107394442726,402.8825370416973
2023-12-03 18:09:40,0.209219817,0.0223505636644875,1.05336195,403.0419420487859,402.9106666037295
2023-12-03 18:09:44,0.209211672,0.0223493283342987,1.05330373,403.0510696464874,402.9167210511778
2023-12-03 18:09:49,0.209233995,0.0223506661489398,1.05336678,403.07226525813326,402.934075073564
2023-12-03 18:09:53,0.209240933,0.022348880203526,1.05328261,403.1172355905165,402.975972013474
2023-12-03 18:09:57,0.209249078,0.0223488417983793,1.0532808,403.13537091005276,402.99103383300246
2023-12-03 18:10:01,0.209256921,0.0223488995121909,1.05328352,403.15137768461915,403.0039670000997
2023-12-03 18:10:05,0.209263859,0.0223500132614456,1.05333601,403.14827037142453,402.9977859720476
2023-12-03 18:10:09,0.209266272,0.0223476194113615,1.05322319,403.19531574529464,403.0417575237452
2023-12-03 18:10:14,0.209275925,0.022349021093125,1.05328925,403.1930081899047,403.0356075398398
2023-12-03 18:10:18,0.209283769,0.0223484259194425,1.0532612,403.21984523649286,403.05937052306496
2023-12-03 18:10:22,0.20930036,0.0223495330910202,1.05331338,403.23394001874743,403.0703911348797
2023-12-03 18:10:26,0.209301265,0.0223487715657629,1.05327749,403.25124761847,403.0846244571593
2023-12-03 18:10:30,0.209319364,0.0223493346997926,1.05330403,403.277035651487,403.1073381058035
2023-12-03 18:10:34,0.209314236,0.0223479841541637,1.05324038,403.2934308242576,403.1206587873451
2023-12-03 18:10:39,0.209329922,0.0223490658637657,1.05329136,403.3071115538198,403.1304962527162
