time,voltage,current,shunt_voltage,temperature,seconds_combined,temperature_corr_err,temperature_uncorr
2024-05-05 21:19:45,0.116377814,0.0247219609540602,1.16512377,222.92818800305446,28791.0,47.19916347553714,222.92366472877583
2024-05-05 21:19:49,0.116614617,0.0247153616343193,1.16481275,223.3437772927712,28795.0,47.19916347553714,223.33726508077015
2024-05-05 21:19:54,0.116804964,0.0247075448077726,1.16444435,223.69725285600006,28800.0,47.19916347553714,223.68825449537604
2024-05-05 21:19:58,0.116981133,0.0247053022442609,1.16433866,223.9877822967637,28804.0,47.19916347553714,223.9767950360623
2024-05-05 21:20:02,0.117118991,0.0247008173294206,1.16412729,224.23561289860382,28808.0,47.19916347553714,224.22263675455227
2024-05-05 21:20:06,0.11724418,0.0246990874003535,1.16404576,224.44374997574846,28812.0,47.19916347553714,224.42878496507157
2024-05-05 21:20:10,0.117360922,0.0246963324145803,1.16391592,224.6463978457959,28816.0,47.19916347553714,224.62944398521603
2024-05-05 21:20:14,0.117459263,0.0246946024855132,1.16383439,224.81311449960177,28820.0,47.19916347553714,224.79417180583897
2024-05-05 21:20:19,0.117632415,0.024692872556446,1.16375286,225.09601850327576,28825.0,47.19916347553714,225.074589791543
2024-05-05 21:20:23,0.117707528,0.0246906940722398,1.16365019,225.23019536031083,28829.0,47.19916347553714,225.20677785300623
2024-05-05 21:20:27,0.117772989,0.024689925120573,1.16361395,225.33907567298164,28833.0,47.19916347553714,225.31366938681725
2024-05-05 21:20:31,0.117840862,0.024687874794978,1.16351732,225.46115323343847,28837.0,47.19916347553714,225.43375818512408
2024-05-05 21:20:35,0.117896066,0.0246855683643438,1.16340862,225.5655508603748,28841.0,47.19916347553714,225.5361670666176
2024-05-05 21:20:40,0.117946141,0.0246842867782325,1.16334822,225.6549584529427,28846.0,47.19916347553714,225.62308875087297
2024-05-05 21:20:44,0.117998931,0.0246845430954548,1.1633603,225.73670707554726,28850.0,47.19916347553714,225.70284866561715
2024-05-05 21:20:48,0.118035432,0.0246828131663876,1.16327877,225.80795177585387,28854.0,47.19916347553714,225.77210467476283
2024-05-05 21:20:52,0.118079173,0.0246813395545427,1.16320932,225.88851062604112,28858.0,47.19916347553714,225.8506748504861
2024-05-05 21:20:57,0.118165146,0.0246813395545427,1.16320932,226.02400183049778,28863.0,47.19916347553714,225.98368023533905
2024-05-05 21:21:01,0.118199837,0.0246806348943646,1.16317611,226.08488157465936,28867.0,47.19916347553714,226.04257134259575
2024-05-05 21:21:05,0.118235734,0.0246792251496421,1.16310967,226.15285780119748,28871.0,47.19916347553714,226.108558948918
2024-05-05 21:21:09,0.118268917,0.0246796096254755,1.16312779,226.20333837910124,28875.0,47.19916347553714,226.1570509232924
2024-05-05 21:21:13,0.118297876,0.0246781360136306,1.16305834,226.26106363434525,28879.0,47.19916347553714,226.21278759169115
2024-05-05 21:21:17,0.118322914,0.0246776874584916,1.1630372,226.3051229416604,28883.0,47.19916347553714,226.25485832884263
2024-05-05 21:21:22,0.118355191,0.0246769187190079,1.16300097,226.36325958653936,28888.0,47.19916347553714,226.31050928447183
2024-05-05 21:21:26,0.118379927,0.0246762779259523,1.16297077,226.40828336682165,28892.0,47.19916347553714,226.3535445321152
2024-05-05 21:21:30,0.118407077,0.0246758934501189,1.16295265,226.45514219106263,28896.0,47.19916347553714,226.39841484039084
2024-05-05 21:21:34,0.118433321,0.0246758293708133,1.16294963,226.4982209052722,28900.0,47.19916347553714,226.43950505530623
2024-05-05 21:21:38,0.118480078,0.0246757012122022,1.16294359,226.57352211861064,28904.0,47.19916347553714,226.5128177860192
2024-05-05 21:21:42,0.118495764,0.0246743557589684,1.16288018,226.60978606353063,28908.0,47.19916347553714,226.54709326497996
2024-05-05 21:21:47,0.118516881,0.0246743557589684,1.16288018,226.64495456112687,28913.0,47.19916347553714,226.57977620356027
2024-05-05 21:21:51,0.11853317,0.0246714726145841,1.1627443,226.69359269613864,28917.0,47.19916347553714,226.6264259101028
2024-05-05 21:21:55,0.11855489,0.0246726899092068,1.16280167,226.72014757693793,28921.0,47.19916347553714,226.650992379091
2024-05-05 21:22:00,0.118570576,0.0246707036629173,1.16270806,226.76168854920815,28926.0,47.19916347553714,226.69004786001912
2024-05-05 21:22:04,0.118583246,0.0246705755043062,1.16270202,226.78424339106513,28930.0,47.19916347553714,226.71061432753683
2024-05-05 21:22:08,0.118607982,0.0246701271613504,1.16268089,226.8278597006365,28934.0,47.19916347553714,226.75224227941908
2024-05-05 21:22:12,0.118639656,0.024669294130378,1.16264163,226.8850824719829,28938.0,47.19916347553714,226.80747670972391
2024-05-05 21:22:16,0.118661375,0.024669742685517,1.16266277,226.9173540169843,28942.0,47.19916347553714,226.83775993032887
2024-05-05 21:22:20,0.118684301,0.0246699349234337,1.16267183,226.953402090939,28946.0,47.19916347553714,226.87181969652977
2024-05-05 21:22:25,0.118693955,0.0246698067648225,1.16266579,226.9717872086772,28951.0,47.19916347553714,226.8877194529756
2024-05-05 21:22:29,0.118707831,0.0246696786062114,1.16265975,226.99621158056664,28955.0,47.19916347553714,226.910155554548
2024-05-05 21:22:33,0.118718389,0.0246671797254774,1.16254198,227.0331634456652,28959.0,47.19916347553714,226.9451191659641
2024-05-05 21:22:37,0.118728344,0.0246679486771442,1.16257822,227.0448346082298,28963.0,47.19916347553714,226.9548020914781
2024-05-05 21:22:42,0.118747952,0.0246677564392275,1.16256916,227.07911052944422,28968.0,47.19916347553714,226.98659273976423
